Frame,Person,Keypoint_Index,Keypoint_Name,X,Y,Confidence
1,3,1,left_eye,639.709,211.1244,0.9331
1,3,2,right_eye,631.6528,211.2532,0.9179
1,3,3,left_ear,645.7714,212.1189,0.7084
1,3,4,right_ear,624.8405,212.4376,0.6602
1,3,5,left_shoulder,654.2067,233.2146,0.9768
1,3,6,right_shoulder,616.407,233.6124,0.9747
1,3,7,left_elbow,658.1904,266.6625,0.8882
1,3,8,right_elbow,612.3857,267.1826,0.8693
1,3,9,left_wrist,649.1305,285.2429,0.7938
1,3,10,right_wrist,626.4202,286.1129,0.7704
1,3,11,left_hip,650.2856,282.3185,0.8087
1,3,12,right_hip,624.3198,282.759,0.7979
1,3,13,left_knee,658.2759,303.5548,0.2404
1,3,14,right_knee,620.8638,303.7057,0.2315
1,3,15,left_ankle,655.8035,330.9496,0.0611
1,3,16,right_ankle,622.2759,331.2316,0.0592
1,4,0,nose,21.8404,230.5999,0.9785
1,4,1,left_eye,26.3826,226.4595,0.9799
1,4,2,right_eye,18.7726,226.674,0.9217
1,4,3,left_ear,36.1112,227.4493,0.9191
1,4,4,right_ear,15.9695,228.0406,0.4553
1,4,5,left_shoulder,50.2192,248.0685,0.9938
1,4,6,right_shoulder,8.945,248.9274,0.9864
1,4,7,left_elbow,59.5858,279.7404,0.9617
1,4,8,right_elbow,2.6122,280.0004,0.8513
1,4,9,left_wrist,39.2939,293.6037,0.9052
1,4,10,right_wrist,20.6042,290.9403,0.754
1,4,11,left_hip,44.491,296.401,0.886
1,4,12,right_hip,16.9655,296.4116,0.8374
1,4,13,left_knee,50.9034,298.04,0.3316
1,4,14,right_knee,11.0617,297.8242,0.2332
1,4,15,left_ankle,46.7016,321.4453,0.0934
1,4,16,right_ankle,15.6133,321.2771,0.0665
1,5,0,nose,389.4018,228.3832,0.9622
1,5,1,left_eye,393.4501,224.9469,0.9542
1,5,2,right_eye,386.2563,224.8695,0.9111
1,5,3,left_ear,400.6405,227.2383,0.8151
1,5,4,right_ear,381.9844,226.9881,0.5234
1,5,5,left_shoulder,409.6611,248.1064,0.9912
1,5,6,right_shoulder,375.1377,244.4106,0.9869
1,5,7,left_elbow,410.1461,279.0888,0.931
1,5,8,right_elbow,370.7043,262.1622,0.8758
1,5,9,left_wrist,402.1787,291.4102,0.8595
1,5,10,right_wrist,377.6683,251.9205,0.803
1,5,11,left_hip,400.6891,291.0491,0.9706
1,5,12,right_hip,376.4996,289.3859,0.966
1,5,13,left_knee,407.6342,298.7484,0.9024
1,5,14,right_knee,366.7372,297.4959,0.8803
1,5,15,left_ankle,407.1371,340.5309,0.7965
1,5,16,right_ankle,371.2177,339.7647,0.7628
1,6,0,nose,275.835,124.0594,0.9525
1,6,1,left_eye,279.9655,120.4986,0.9501
1,6,2,right_eye,272.5876,120.308,0.9098
1,6,3,left_ear,286.896,122.5024,0.8114
1,6,4,right_ear,268.0076,122.2675,0.564
1,6,5,left_shoulder,295.6599,140.571,0.9838
1,6,6,right_shoulder,259.5852,140.2126,0.9746
1,6,7,left_elbow,299.4488,164.3269,0.8895
1,6,8,right_elbow,252.6491,163.9928,0.7889
1,6,9,left_wrist,295.0771,177.3197,0.7989
1,6,10,right_wrist,264.6011,177.7439,0.6915
1,6,11,left_hip,289.9778,178.8864,0.9177
1,6,12,right_hip,266.2581,178.8254,0.9015
1,6,13,left_knee,295.9952,185.4224,0.7299
1,6,14,right_knee,264.84,185.114,0.6785
1,6,15,left_ankle,291.1548,220.9096,0.5137
1,6,16,right_ankle,269.93,220.5704,0.4636
1,7,0,nose,244.5394,225.5593,0.9691
1,7,1,left_eye,249.4085,222.4402,0.9768
1,7,2,right_eye,244.0173,221.7825,0.8066
1,7,3,left_ear,261.7762,223.6712,0.9474
1,7,4,right_ear,246.3149,222.0863,0.1626
1,7,5,left_shoulder,279.3044,241.9685,0.9944
1,7,6,right_shoulder,239.1524,240.2595,0.9787
1,7,7,left_elbow,286.2021,272.1456,0.9711
1,7,8,right_elbow,234.2536,269.583,0.7504
1,7,9,left_wrist,268.0988,289.9417,0.9124
1,7,10,right_wrist,241.4513,287.4058,0.6218
1,7,11,left_hip,272.3819,288.5322,0.9359
1,7,12,right_hip,245.576,286.7519,0.8874
1,7,13,left_knee,272.5905,298.6862,0.5307
1,7,14,right_knee,231.0278,296.4451,0.3302
1,7,15,left_ankle,269.4742,333.777,0.1953
1,7,16,right_ankle,240.2173,331.5853,0.1128
2,0,0,nose,379.6938,375.5916,0.9237
2,0,1,left_eye,379.2893,363.5728,0.4814
2,0,2,right_eye,367.4044,361.0731,0.8991
2,0,3,left_ear,359.6797,370.0703,0.1068
2,0,4,right_ear,325.1286,367.1407,0.9124
2,0,5,left_shoulder,350.2041,460.1045,0.9873
2,0,6,right_shoulder,248.2338,451.1988,0.9982
2,0,7,left_elbow,352.5564,585.2502,0.9549
2,0,8,right_elbow,197.8197,576.3208,0.9969
2,0,9,left_wrist,404.7047,665.7079,0.9236
2,0,10,right_wrist,273.6822,667.0201,0.9905
2,0,11,left_hip,266.6025,650.4062,0.9993
2,0,12,right_hip,187.9493,642.5444,0.9997
2,0,13,left_knee,271.4637,818.2294,0.9965
2,0,14,right_knee,154.3633,802.6078,0.9985
2,0,15,left_ankle,268.645,999.5627,0.9656
2,0,16,right_ankle,76.637,941.7914,0.9785
2,1,0,nose,636.2981,215.8733,0.947
2,1,1,left_eye,639.8746,211.3311,0.933
2,1,2,right_eye,631.8103,211.5031,0.9199
2,1,3,left_ear,645.808,212.3542,0.7045
2,1,4,right_ear,624.8956,212.7778,0.6689
2,1,5,left_shoulder,654.4756,233.6398,0.9768
2,1,6,right_shoulder,616.473,234.2186,0.9749
2,1,7,left_elbow,658.7338,267.2462,0.8875
2,1,8,right_elbow,612.8021,267.9324,0.8709
2,1,9,left_wrist,649.5611,286.0134,0.7924
2,1,10,right_wrist,626.7151,286.3375,0.7718
2,1,11,left_hip,650.6583,283.3643,0.8011
2,1,12,right_hip,624.5659,283.88,0.7908
2,1,13,left_knee,658.2682,304.4596,0.2196
2,1,14,right_knee,620.7419,304.7533,0.212
2,1,15,left_ankle,655.8694,331.4879,0.0529
2,1,16,right_ankle,622.4169,331.9418,0.0514
2,2,0,nose,304.8487,226.4166,0.979
2,2,1,left_eye,309.7206,222.4388,0.9839
2,2,2,right_eye,302.7513,222.1373,0.8477
2,2,3,left_ear,321.1198,222.8569,0.9579
2,2,4,right_ear,302.2532,222.3986,0.174
2,2,5,left_shoulder,335.6955,243.3973,0.9942
2,2,6,right_shoulder,299.1126,241.0517,0.9781
2,2,7,left_elbow,338.0601,275.3575,0.9625
2,2,8,right_elbow,297.0541,269.9819,0.6822
2,2,9,left_wrist,316.514,280.8113,0.9074
2,2,10,right_wrist,307.078,279.9295,0.5933
2,2,11,left_hip,330.8098,289.7896,0.9194
2,2,12,right_hip,306.4429,287.6993,0.8575
2,2,13,left_knee,324.4682,299.3901,0.5658
2,2,14,right_knee,296.6762,296.2116,0.3545
2,2,15,left_ankle,322.1948,333.876,0.2335
2,2,16,right_ankle,311.2625,329.9589,0.135
2,3,0,nose,440.2592,219.1317,0.9753
2,3,1,left_eye,444.0443,215.3006,0.9561
2,3,2,right_eye,436.2776,215.2071,0.9712
2,3,3,left_ear,448.9547,218.6301,0.7032
2,3,4,right_ear,430.1033,218.3753,0.8695
2,3,5,left_shoulder,457.248,240.1151,0.996
2,3,6,right_shoulder,420.3588,242.0469,0.9963
2,3,7,left_elbow,462.1037,267.8875,0.966
2,3,8,right_elbow,419.3652,274.7599,0.9736
2,3,9,left_wrist,462.9434,288.4808,0.9324
2,3,10,right_wrist,436.7217,292.4941,0.9448
2,3,11,left_hip,452.8903,285.5579,0.9886
2,3,12,right_hip,427.6576,286.8698,0.9891
2,3,13,left_knee,464.4309,305.5192,0.9446
2,3,14,right_knee,422.0128,307.1753,0.9497
2,3,15,left_ankle,457.8268,347.0445,0.8002
2,3,16,right_ankle,421.2842,349.7775,0.8121
2,4,0,nose,21.6791,231.0963,0.9776
2,4,1,left_eye,26.2354,227.065,0.979
2,4,2,right_eye,18.7618,227.2466,0.919
2,4,3,left_ear,36.1518,228.1454,0.9164
2,4,4,right_ear,16.2919,228.6239,0.4534
2,4,5,left_shoulder,50.5274,248.4635,0.9935
2,4,6,right_shoulder,9.0507,249.4309,0.9859
2,4,7,left_elbow,60.0851,279.6448,0.961
2,4,8,right_elbow,2.8798,280.4264,0.8505
2,4,9,left_wrist,40.6874,293.7628,0.9041
2,4,10,right_wrist,21.1588,291.2278,0.7534
2,4,11,left_hip,45.0068,296.6984,0.8848
2,4,12,right_hip,17.4108,296.801,0.8361
2,4,13,left_knee,51.8846,299.1765,0.324
2,4,14,right_knee,11.8565,299.0693,0.2286
2,4,15,left_ankle,47.7172,322.3299,0.0897
2,4,16,right_ankle,16.6223,322.3425,0.0643
2,5,0,nose,389.7953,228.3636,0.9593
2,5,1,left_eye,393.5706,224.6617,0.9552
2,5,2,right_eye,386.3983,225.1259,0.8902
2,5,3,left_ear,400.9935,226.6159,0.8234
2,5,4,right_ear,381.936,227.8402,0.4103
2,5,5,left_shoulder,410.2872,247.691,0.9858
2,5,6,right_shoulder,376.68,244.9375,0.9803
2,5,7,left_elbow,410.5428,279.3885,0.8975
2,5,8,right_elbow,370.7653,261.5402,0.8212
2,5,9,left_wrist,403.7828,292.3961,0.8138
2,5,10,right_wrist,375.0169,249.5436,0.7417
2,5,11,left_hip,401.7498,292.1687,0.9553
2,5,12,right_hip,378.0155,290.7894,0.9487
2,5,13,left_knee,410.1121,299.8083,0.8725
2,5,14,right_knee,368.2102,298.8394,0.844
2,5,15,left_ankle,409.2209,344.1425,0.7659
2,5,16,right_ankle,369.6133,343.2375,0.7286
2,6,0,nose,244.419,225.9043,0.9666
2,6,1,left_eye,249.3179,222.8431,0.9753
2,6,2,right_eye,244.1113,222.1362,0.7907
2,6,3,left_ear,262.0043,224.0192,0.9465
2,6,4,right_ear,246.845,222.2681,0.1498
2,6,5,left_shoulder,279.9034,242.1363,0.9934
2,6,6,right_shoulder,239.3997,240.0427,0.9753
2,6,7,left_elbow,286.0572,272.1208,0.9671
2,6,8,right_elbow,233.6017,268.4801,0.7304
2,6,9,left_wrist,266.4036,289.4484,0.9013
2,6,10,right_wrist,240.7397,284.9524,0.597
2,6,11,left_hip,272.2972,288.4334,0.917
2,6,12,right_hip,245.2204,286.3371,0.8578
2,6,13,left_knee,270.4943,298.2462,0.4303
2,6,14,right_knee,228.039,295.7451,0.2466
2,6,15,left_ankle,266.1204,332.8505,0.1358
2,6,16,right_ankle,236.3914,330.4581,0.0758
2,7,0,nose,276.9596,124.4213,0.9506
2,7,1,left_eye,280.8973,120.9248,0.9466
2,7,2,right_eye,273.7024,120.7719,0.9126
2,7,3,left_ear,287.3768,122.7274,0.7985
2,7,4,right_ear,269.0299,122.5626,0.5952
2,7,5,left_shoulder,295.8852,140.5111,0.9845
2,7,6,right_shoulder,260.6434,139.9771,0.9771
2,7,7,left_elbow,299.7616,163.8271,0.8947
2,7,8,right_elbow,253.2919,162.9614,0.8159
2,7,9,left_wrist,296.7396,176.2562,0.8099
2,7,10,right_wrist,264.128,176.4259,0.7245
2,7,11,left_hip,290.0322,178.7568,0.9295
2,7,12,right_hip,266.9877,178.6147,0.9177
2,7,13,left_knee,295.5488,187.0108,0.7611
2,7,14,right_knee,266.138,186.5973,0.7206
2,7,15,left_ankle,291.3434,221.3681,0.5441
2,7,16,right_ankle,271.3041,220.8953,0.5008
3,0,0,nose,379.6878,375.864,0.922
3,0,1,left_eye,379.1213,363.8711,0.4791
3,0,2,right_eye,367.3793,361.4624,0.896
3,0,3,left_ear,359.4509,370.5253,0.1076
3,0,4,right_ear,325.3049,367.8714,0.9097
3,0,5,left_shoulder,350.2063,460.5064,0.9872
3,0,6,right_shoulder,248.6251,451.7576,0.9982
3,0,7,left_elbow,352.2995,585.6699,0.9555
3,0,8,right_elbow,198.774,576.9397,0.9968
3,0,9,left_wrist,404.4549,665.3198,0.9243
3,0,10,right_wrist,274.0712,667.6825,0.9901
3,0,11,left_hip,266.2503,651.2944,0.9993
3,0,12,right_hip,187.6034,643.4358,0.9997
3,0,13,left_knee,271.4376,818.4182,0.9965
3,0,14,right_knee,153.2397,802.849,0.9984
3,0,15,left_ankle,268.9058,999.9884,0.9651
3,0,16,right_ankle,75.2097,942.4039,0.9779
3,1,0,nose,636.2936,216.2653,0.9506
3,1,1,left_eye,639.7949,211.8897,0.931
3,1,2,right_eye,632.0228,211.8858,0.9312
3,1,3,left_ear,645.2926,213.1228,0.6745
3,1,4,right_ear,625.254,213.081,0.7235
3,1,5,left_shoulder,653.9953,234.3453,0.9787
3,1,6,right_shoulder,616.3427,234.5847,0.9795
3,1,7,left_elbow,658.0718,267.3492,0.8902
3,1,8,right_elbow,612.8579,268.0674,0.8953
3,1,9,left_wrist,649.2537,285.3822,0.8012
3,1,10,right_wrist,626.854,285.3663,0.8073
3,1,11,left_hip,650.173,282.79,0.8221
3,1,12,right_hip,624.3234,283.2343,0.8207
3,1,13,left_knee,658.7808,303.8989,0.2352
3,1,14,right_knee,620.4841,304.1936,0.2395
3,1,15,left_ankle,656.5179,331.9987,0.0539
3,1,16,right_ankle,622.2599,332.6006,0.0551
3,2,0,nose,304.8194,225.6779,0.9736
3,2,1,left_eye,309.5227,221.7065,0.9807
3,2,2,right_eye,302.3635,221.5172,0.8016
3,2,3,left_ear,320.7683,223.0197,0.9557
3,2,4,right_ear,301.0119,223.058,0.1256
3,2,5,left_shoulder,334.0572,243.4617,0.9913
3,2,6,right_shoulder,298.2373,241.3612,0.9659
3,2,7,left_elbow,338.0606,275.4612,0.9551
3,2,8,right_elbow,294.5762,269.2646,0.6159
3,2,9,left_wrist,316.0214,283.9809,0.9009
3,2,10,right_wrist,305.1295,281.2711,0.5521
3,2,11,left_hip,329.5237,285.8531,0.8984
3,2,12,right_hip,305.5048,284.0434,0.8212
3,2,13,left_knee,321.7373,297.2837,0.5068
3,2,14,right_knee,295.279,294.4879,0.2938
3,2,15,left_ankle,322.7973,332.2369,0.1823
3,2,16,right_ankle,308.0676,328.2275,0.0993
3,3,0,nose,439.8838,219.3109,0.9747
3,3,1,left_eye,443.6915,215.4709,0.9573
3,3,2,right_eye,435.96,215.4047,0.9692
3,3,3,left_ear,448.7872,218.7574,0.7185
3,3,4,right_ear,430.0015,218.6031,0.8557
3,3,5,left_shoulder,457.3895,240.2767,0.9957
3,3,6,right_shoulder,420.2061,242.4151,0.9958
3,3,7,left_elbow,461.776,268.0603,0.9652
3,3,8,right_elbow,419.0535,275.2833,0.9697
3,3,9,left_wrist,462.2493,288.866,0.9293
3,3,10,right_wrist,436.8454,292.8337,0.937
3,3,11,left_hip,453.053,286.1838,0.9863
3,3,12,right_hip,427.6088,287.5952,0.9866
3,3,13,left_knee,465.0116,305.8906,0.9283
3,3,14,right_knee,422.136,307.6702,0.9325
3,3,15,left_ankle,458.3846,347.6707,0.7468
3,3,16,right_ankle,421.7718,350.5569,0.7557
3,4,0,nose,21.7403,231.2554,0.9754
3,4,1,left_eye,26.3188,227.4271,0.9768
3,4,2,right_eye,19.0152,227.5006,0.9135
3,4,3,left_ear,36.3378,228.9164,0.9103
3,4,4,right_ear,16.8312,229.0725,0.4504
3,4,5,left_shoulder,50.6148,249.0599,0.9929
3,4,6,right_shoulder,9.2286,249.7794,0.9849
3,4,7,left_elbow,60.1401,279.9794,0.9587
3,4,8,right_elbow,3.0531,280.6919,0.8471
3,4,9,left_wrist,41.4793,294.1339,0.8994
3,4,10,right_wrist,21.994,291.3873,0.7487
3,4,11,left_hip,45.0981,297.0977,0.8805
3,4,12,right_hip,17.6232,297.1458,0.8316
3,4,13,left_knee,52.2841,299.9842,0.3157
3,4,14,right_knee,12.627,299.812,0.2245
3,4,15,left_ankle,47.7491,323.1079,0.0874
3,4,16,right_ankle,17.2616,323.1045,0.0632
3,5,0,nose,244.443,226.1034,0.9657
3,5,1,left_eye,249.3699,223.068,0.9746
3,5,2,right_eye,244.1055,222.3296,0.7899
3,5,3,left_ear,261.9095,224.2426,0.9452
3,5,4,right_ear,246.7201,222.4157,0.1521
3,5,5,left_shoulder,279.7061,242.2484,0.9932
3,5,6,right_shoulder,239.2184,239.9207,0.9748
3,5,7,left_elbow,285.8201,272.0744,0.9668
3,5,8,right_elbow,233.0171,267.3551,0.736
3,5,9,left_wrist,266.0511,289.2542,0.9017
3,5,10,right_wrist,240.0366,281.9186,0.6075
3,5,11,left_hip,271.9494,287.8242,0.9103
3,5,12,right_hip,244.8135,285.6136,0.8486
3,5,13,left_knee,269.6823,296.3506,0.4067
3,5,14,right_knee,226.857,293.7841,0.2305
3,5,15,left_ankle,264.6672,330.1811,0.1247
3,5,16,right_ankle,234.6497,327.7989,0.0696
3,6,0,nose,389.5844,228.9351,0.9482
3,6,1,left_eye,393.2408,225.3085,0.9463
3,6,2,right_eye,386.4206,225.7345,0.8542
3,6,3,left_ear,400.692,227.1668,0.8206
3,6,4,right_ear,382.3367,228.3135,0.3423
3,6,5,left_shoulder,410.3331,247.912,0.9846
3,6,6,right_shoulder,377.1606,245.2718,0.9765
3,6,7,left_elbow,410.5629,279.4865,0.9012
3,6,8,right_elbow,371.2043,262.6951,0.8006
3,6,9,left_wrist,403.1553,292.5213,0.8181
3,6,10,right_wrist,375.2224,252.6595,0.7194
3,6,11,left_hip,401.7733,292.3932,0.9562
3,6,12,right_hip,378.3709,290.9913,0.9474
3,6,13,left_knee,409.8503,300.0364,0.8805
3,6,14,right_knee,368.2982,298.972,0.8462
3,6,15,left_ankle,409.0868,344.8036,0.7818
3,6,16,right_ankle,369.469,343.7701,0.738
3,7,0,nose,277.0582,124.7435,0.9501
3,7,1,left_eye,280.956,121.2125,0.9458
3,7,2,right_eye,273.7193,121.0895,0.9148
3,7,3,left_ear,287.2535,123.008,0.7935
3,7,4,right_ear,268.8433,122.899,0.6111
3,7,5,left_shoulder,295.8332,140.7787,0.9846
3,7,6,right_shoulder,260.2822,140.4929,0.9773
3,7,7,left_elbow,300.0803,164.1005,0.8962
3,7,8,right_elbow,253.4761,164.1125,0.8213
3,7,9,left_wrist,297.7784,176.149,0.8113
3,7,10,right_wrist,265.083,177.4751,0.7291
3,7,11,left_hip,289.9383,179.1925,0.9265
3,7,12,right_hip,266.656,179.162,0.9145
3,7,13,left_knee,295.6159,187.1721,0.7439
3,7,14,right_knee,265.523,186.9048,0.7032
3,7,15,left_ankle,290.9072,221.3196,0.5156
3,7,16,right_ankle,270.4357,221.0316,0.4738
4,0,0,nose,379.9283,376.3222,0.924
4,0,1,left_eye,379.4469,364.4427,0.4856
4,0,2,right_eye,367.4269,361.9229,0.8999
4,0,3,left_ear,359.8923,371.4848,0.1086
4,0,4,right_ear,325.0402,368.6704,0.9124
4,0,5,left_shoulder,350.4209,461.3616,0.987
4,0,6,right_shoulder,248.7433,452.5152,0.9982
4,0,7,left_elbow,353.1053,586.4088,0.9537
4,0,8,right_elbow,200.1632,578.1,0.9968
4,0,9,left_wrist,405.6935,666.949,0.921
4,0,10,right_wrist,275.3049,669.2484,0.9899
4,0,11,left_hip,265.8494,651.5274,0.9993
4,0,12,right_hip,186.9648,643.7455,0.9997
4,0,13,left_knee,271.0249,818.0519,0.9963
4,0,14,right_knee,152.1542,803.2212,0.9984
4,0,15,left_ankle,268.5885,999.0035,0.9638
4,0,16,right_ankle,73.5002,944.0405,0.9772
4,1,0,nose,636.244,217.1879,0.9548
4,1,1,left_eye,639.7632,212.9088,0.9356
4,1,2,right_eye,631.8761,213.0166,0.946
4,1,3,left_ear,644.8942,214.4439,0.6741
4,1,4,right_ear,625.0294,214.7076,0.7823
4,1,5,left_shoulder,654.1744,235.6874,0.984
4,1,6,right_shoulder,616.397,236.0464,0.9838
4,1,7,left_elbow,657.8331,268.2272,0.9113
4,1,8,right_elbow,613.1925,269.2503,0.9157
4,1,9,left_wrist,649.6656,287.2627,0.8313
4,1,10,right_wrist,626.3236,288.315,0.8387
4,1,11,left_hip,649.9518,283.6293,0.8536
4,1,12,right_hip,623.6093,283.9972,0.8527
4,1,13,left_knee,659.4637,304.0699,0.2739
4,1,14,right_knee,618.1049,304.4492,0.2783
4,1,15,left_ankle,657.2993,326.9189,0.0623
4,1,16,right_ankle,619.6097,327.556,0.0628
4,2,0,nose,21.9215,231.5507,0.9768
4,2,1,left_eye,26.5098,227.5853,0.9783
4,2,2,right_eye,19.1333,227.6913,0.9173
4,2,3,left_ear,36.5872,228.647,0.9144
4,2,4,right_ear,16.9425,228.8833,0.455
4,2,5,left_shoulder,51.0523,248.8005,0.9931
4,2,6,right_shoulder,9.5445,249.452,0.9854
4,2,7,left_elbow,60.3338,279.9993,0.959
4,2,8,right_elbow,3.399,280.3123,0.8489
4,2,9,left_wrist,41.7495,294.4244,0.9002
4,2,10,right_wrist,21.5363,291.2951,0.7514
4,2,11,left_hip,45.6508,296.8481,0.8811
4,2,12,right_hip,18.1506,296.8256,0.8327
4,2,13,left_knee,52.202,300.0099,0.3152
4,2,14,right_knee,12.662,299.7275,0.2237
4,2,15,left_ankle,47.8965,322.7067,0.0866
4,2,16,right_ankle,17.6144,322.5822,0.0625
4,3,0,nose,440.041,219.5776,0.9749
4,3,1,left_eye,443.7029,215.7977,0.9577
4,3,2,right_eye,436.1438,215.773,0.9691
4,3,3,left_ear,448.6573,219.1167,0.7222
4,3,4,right_ear,430.1955,219.0396,0.855
4,3,5,left_shoulder,457.8089,240.6669,0.996
4,3,6,right_shoulder,420.3156,242.7429,0.9961
4,3,7,left_elbow,462.3863,268.18,0.9662
4,3,8,right_elbow,419.2275,275.2164,0.971
4,3,9,left_wrist,463.0758,288.1516,0.9308
4,3,10,right_wrist,436.8691,292.2601,0.939
4,3,11,left_hip,453.7998,286.6361,0.9882
4,3,12,right_hip,428.1562,287.9722,0.9885
4,3,13,left_knee,465.2346,305.2036,0.9429
4,3,14,right_knee,421.4756,306.8665,0.9463
4,3,15,left_ankle,458.3698,348.1529,0.7993
4,3,16,right_ankle,420.7871,350.8662,0.8069
4,4,0,nose,244.5571,226.4627,0.9618
4,4,1,left_eye,249.4091,223.4491,0.9713
4,4,2,right_eye,244.2968,222.7374,0.7721
4,4,3,left_ear,261.9055,224.5805,0.9404
4,4,4,right_ear,247.0667,222.8248,0.1474
4,4,5,left_shoulder,279.7085,242.1536,0.9929
4,4,6,right_shoulder,239.5411,240.4785,0.9735
4,4,7,left_elbow,286.1288,271.5291,0.9669
4,4,8,right_elbow,234.4444,269.2323,0.7339
4,4,9,left_wrist,267.3769,290.2753,0.9019
4,4,10,right_wrist,242.3898,287.1942,0.6029
4,4,11,left_hip,272.7509,287.5448,0.9129
4,4,12,right_hip,245.9437,285.7133,0.8518
4,4,13,left_knee,271.7237,297.1029,0.4163
4,4,14,right_knee,229.8407,294.8945,0.2389
4,4,15,left_ankle,266.2755,330.7813,0.1273
4,4,16,right_ankle,237.9107,328.6987,0.0717
4,5,0,nose,305.453,225.9896,0.9723
4,5,1,left_eye,310.0979,221.9956,0.9795
4,5,2,right_eye,302.8735,221.8743,0.8091
4,5,3,left_ear,321.0991,223.2377,0.9517
4,5,4,right_ear,301.3311,223.4136,0.1415
4,5,5,left_shoulder,334.7584,243.4786,0.9906
4,5,6,right_shoulder,298.2361,241.7153,0.9654
4,5,7,left_elbow,338.5915,275.1533,0.9508
4,5,8,right_elbow,294.6589,269.6325,0.6207
4,5,9,left_wrist,316.5856,284.4403,0.8924
4,5,10,right_wrist,305.8224,281.7732,0.5523
4,5,11,left_hip,330.6304,286.1286,0.8896
4,5,12,right_hip,306.1393,284.4629,0.8115
4,5,13,left_knee,322.4665,297.0034,0.4836
4,5,14,right_knee,295.1795,294.4167,0.2818
4,5,15,left_ankle,322.2874,331.6475,0.1724
4,5,16,right_ankle,307.4847,327.9579,0.0958
4,6,0,nose,389.6381,229.517,0.9563
4,6,1,left_eye,393.4152,226.2065,0.9601
4,6,2,right_eye,386.7897,226.2139,0.8734
4,6,3,left_ear,400.5867,228.3883,0.8606
4,6,4,right_ear,382.815,228.3516,0.3623
4,6,5,left_shoulder,409.7563,248.9118,0.9896
4,6,6,right_shoulder,376.4648,245.2207,0.9807
4,6,7,left_elbow,410.7916,279.6816,0.9361
4,6,8,right_elbow,370.3155,261.8806,0.8192
4,6,9,left_wrist,404.8267,291.074,0.8709
4,6,10,right_wrist,375.4644,248.535,0.7472
4,6,11,left_hip,401.1485,292.8419,0.9645
4,6,12,right_hip,377.7196,291.1765,0.9526
4,6,13,left_knee,409.9649,301.5175,0.8877
4,6,14,right_knee,368.5362,300.2584,0.8405
4,6,15,left_ankle,409.9913,343.1833,0.7749
4,6,16,right_ankle,371.2128,342.1025,0.713
5,0,0,nose,379.4398,375.9209,0.924
5,0,1,left_eye,379.1103,364.1125,0.4907
5,0,2,right_eye,366.823,361.6033,0.8983
5,0,3,left_ear,360.1497,371.754,0.1115
