Frame,Person,Keypoint_Index,Keypoint_Name,X,Y,Confidence
3,0,3,left_ear,305.2176,695.2017,0.0538
3,0,4,right_ear,364.2591,716.9954,0.7719
3,0,5,left_shoulder,319.1917,586.325,0.5973
3,0,6,right_shoulder,378.3355,640.3232,0.78
3,0,7,left_elbow,252.2996,560.1953,0.4058
3,0,8,right_elbow,343.4843,641.5753,0.6496
3,0,9,left_wrist,203.9828,699.9073,0.3593
3,0,10,right_wrist,335.118,818.4653,0.4826
3,0,11,left_hip,305.3247,473.4432,0.5523
3,0,12,right_hip,353.6231,506.7974,0.6569
3,0,13,left_knee,274.5796,295.6044,0.8352
3,0,14,right_knee,376.2451,370.0628,0.8799
3,0,15,left_ankle,131.3027,496.152,0.9077
3,0,16,right_ankle,221.6733,540.2723,0.9135
4,0,0,nose,378.6345,696.1305,0.4331
4,0,1,left_eye,347.027,687.8889,0.1564
4,0,2,right_eye,374.9772,694.716,0.562
4,0,3,left_ear,287.2811,689.7824,0.0465
4,0,4,right_ear,353.1075,719.5222,0.7649
4,0,5,left_shoulder,300.526,584.8667,0.6285
4,0,6,right_shoulder,363.2963,660.1611,0.8668
4,0,7,left_elbow,240.0754,572.9124,0.4425
4,0,8,right_elbow,318.2267,705.2444,0.7633
4,0,9,left_wrist,195.7254,694.6926,0.4737
4,0,10,right_wrist,325.1328,804.8708,0.6978
4,0,11,left_hip,321.167,450.9994,0.5608
4,0,12,right_hip,373.1314,494.0686,0.6968
4,0,13,left_knee,280.5079,284.7557,0.8733
4,0,14,right_knee,369.9727,350.8966,0.9167
4,0,15,left_ankle,144.3294,456.724,0.9315
4,0,16,right_ankle,228.8886,493.8828,0.9418
5,0,0,nose,376.8077,695.8421,0.2926
5,0,1,left_eye,351.1288,690.1674,0.1124
5,0,2,right_eye,374.2347,692.7136,0.4439
5,0,3,left_ear,297.7589,698.789,0.0394
5,0,4,right_ear,356.8915,718.3518,0.6802
5,0,5,left_shoulder,307.6561,586.1412,0.4674
5,0,6,right_shoulder,365.5881,644.7952,0.7182
5,0,7,left_elbow,271.0504,551.6908,0.328
5,0,8,right_elbow,331.5099,647.4136,0.6241
5,0,9,left_wrist,252.3309,742.5552,0.2999
5,0,10,right_wrist,329.1977,817.239,0.4795
5,0,11,left_hip,306.6528,474.086,0.4868
5,0,12,right_hip,354.6715,509.1129,0.6067
5,0,13,left_knee,286.7608,284.431,0.8168
5,0,14,right_knee,370.8037,346.9436,0.8714
5,0,15,left_ankle,156.3886,479.5699,0.9231
5,0,16,right_ankle,223.045,515.4868,0.9318
6,0,0,nose,371.1364,700.9199,0.3274
6,0,1,left_eye,342.55,698.1069,0.1316
6,0,2,right_eye,373.4936,700.1179,0.4658
6,0,3,left_ear,284.9069,708.1465,0.0364
6,0,4,right_ear,354.6353,725.6553,0.6075
6,0,5,left_shoulder,301.46,577.5135,0.4271
6,0,6,right_shoulder,363.3173,643.9573,0.6711
6,0,7,left_elbow,290.0688,516.4589,0.3614
6,0,8,right_elbow,330.9599,640.8235,0.6408
6,0,9,left_wrist,272.8333,741.9519,0.3945
6,0,10,right_wrist,324.0692,811.5337,0.5657
6,0,11,left_hip,311.3107,479.1269,0.5026
6,0,12,right_hip,360.2526,514.7993,0.609
6,0,13,left_knee,306.7951,263.928,0.8233
6,0,14,right_knee,374.5127,310.8325,0.8702
6,0,15,left_ankle,172.0183,467.1038,0.9353
6,0,16,right_ankle,221.2691,486.5806,0.9434
7,0,0,nose,353.7045,717.0148,0.3046
7,0,1,left_eye,337.5109,713.286,0.1651
7,0,2,right_eye,358.5397,710.5651,0.4931
7,0,3,left_ear,300.6519,725.1447,0.044
7,0,4,right_ear,348.8526,725.8674,0.5958
7,0,5,left_shoulder,309.8232,581.8836,0.3293
7,0,6,right_shoulder,362.5115,625.786,0.4898
7,0,7,left_elbow,310.0198,455.6471,0.3599
7,0,8,right_elbow,331.6927,530.0048,0.5612
7,0,9,left_wrist,297.8108,759.1107,0.3269
7,0,10,right_wrist,331.1449,823.0244,0.4225
7,0,11,left_hip,307.5262,509.5276,0.532
7,0,12,right_hip,348.6352,535.1865,0.604
7,0,13,left_knee,314.5019,292.8466,0.7141
7,0,14,right_knee,386.1758,336.5649,0.7723
7,0,15,left_ankle,178.7508,479.2575,0.8682
7,0,16,right_ankle,207.7661,500.0885,0.8801
8,0,0,nose,353.7762,718.6437,0.3802
8,0,1,left_eye,324.6858,721.2535,0.1822
8,0,2,right_eye,366.1968,721.4685,0.5154
8,0,3,left_ear,267.6919,731.5109,0.0444
8,0,4,right_ear,347.2384,738.7635,0.5684
8,0,5,left_shoulder,279.553,605.9701,0.4607
8,0,6,right_shoulder,354.5928,658.5702,0.7005
8,0,7,left_elbow,271.7617,541.8708,0.4133
8,0,8,right_elbow,318.0937,655.0151,0.6823
8,0,9,left_wrist,285.4777,758.9385,0.4115
8,0,10,right_wrist,325.5753,809.976,0.5877
8,0,11,left_hip,313.4279,493.3887,0.5705
8,0,12,right_hip,367.6824,522.3672,0.6659
8,0,13,left_knee,318.7077,265.8871,0.8474
8,0,14,right_knee,375.2144,282.4161,0.8855
8,0,15,left_ankle,213.5592,435.8688,0.9533
8,0,16,right_ankle,225.6783,431.2565,0.9612
9,0,0,nose,357.9164,708.4627,0.3542
9,0,1,left_eye,330.001,713.232,0.1699
9,0,2,right_eye,371.6898,712.0405,0.4885
9,0,3,left_ear,272.4179,723.8964,0.0451
9,0,4,right_ear,353.3024,728.4807,0.5549
9,0,5,left_shoulder,283.0313,589.4739,0.4428
9,0,6,right_shoulder,358.107,641.215,0.6642
9,0,7,left_elbow,288.8837,508.9281,0.4142
9,0,8,right_elbow,328.4456,617.8976,0.6599
9,0,9,left_wrist,287.4662,758.0786,0.4117
9,0,10,right_wrist,325.9242,812.329,0.5565
9,0,11,left_hip,306.9313,486.5108,0.5809
9,0,12,right_hip,360.8903,514.397,0.6657
9,0,13,left_knee,322.0379,261.07,0.8376
9,0,14,right_knee,376.4177,278.9009,0.8738
9,0,15,left_ankle,215.2014,441.6421,0.951
9,0,16,right_ankle,229.8892,434.3888,0.9583
10,0,0,nose,353.1252,715.3725,0.4091
10,0,1,left_eye,323.3966,718.2016,0.1939
10,0,2,right_eye,366.9957,720.8241,0.5141
10,0,3,left_ear,269.312,726.781,0.05
10,0,4,right_ear,351.3214,738.1318,0.548
10,0,5,left_shoulder,276.8291,617.2058,0.5111
10,0,6,right_shoulder,355.2396,670.7719,0.7972
10,0,7,left_elbow,243.0384,583.9868,0.4341
10,0,8,right_elbow,305.4078,707.7638,0.7475
10,0,9,left_wrist,251.8665,712.9685,0.4837
10,0,10,right_wrist,317.8693,803.2772,0.6658
10,0,11,left_hip,319.7506,486.5534,0.5771
10,0,12,right_hip,376.1819,516.6437,0.6956
10,0,13,left_knee,309.6129,260.7495,0.8783
10,0,14,right_knee,374.1171,270.0545,0.914
10,0,15,left_ankle,226.7328,408.699,0.9612
10,0,16,right_ankle,243.4322,405.8336,0.9695
11,0,0,nose,339.3221,712.8756,0.3577
11,0,1,left_eye,319.1783,713.3614,0.2048
11,0,2,right_eye,354.5085,710.2825,0.4814
11,0,3,left_ear,281.0426,725.7479,0.0604
11,0,4,right_ear,351.0553,721.3019,0.5479
11,0,5,left_shoulder,289.2607,609.0176,0.456
11,0,6,right_shoulder,363.9677,635.5412,0.6137
11,0,7,left_elbow,274.2587,504.7384,0.4661
11,0,8,right_elbow,319.6342,553.9832,0.6491
11,0,9,left_wrist,277.4924,732.7795,0.4754
11,0,10,right_wrist,326.3593,816.2422,0.5436
11,0,11,left_hip,307.8813,507.1569,0.5775
11,0,12,right_hip,363.6083,524.5239,0.6466
11,0,13,left_knee,297.1207,286.1948,0.7817
11,0,14,right_knee,377.7002,307.7623,0.8199
11,0,15,left_ankle,182.8191,436.4218,0.9067
11,0,16,right_ankle,222.3647,438.9614,0.9166
12,0,0,nose,346.8889,714.2528,0.3325
12,0,1,left_eye,319.784,720.424,0.1902
12,0,2,right_eye,363.9939,719.3371,0.4295
12,0,3,left_ear,268.8646,734.3487,0.0647
12,0,4,right_ear,351.6766,735.4964,0.4762
12,0,5,left_shoulder,275.3757,614.8611,0.4687
12,0,6,right_shoulder,359.0555,647.2224,0.6945
12,0,7,left_elbow,262.5431,540.1255,0.4179
12,0,8,right_elbow,317.9505,618.4257,0.6631
12,0,9,left_wrist,272.5183,746.9428,0.4117
12,0,10,right_wrist,322.1167,804.6249,0.5451
12,0,11,left_hip,305.7972,489.8104,0.5777
12,0,12,right_hip,367.4648,509.3115,0.6673
12,0,13,left_knee,299.4187,261.2272,0.8419
12,0,14,right_knee,370.2883,262.0811,0.8772
12,0,15,left_ankle,215.8681,407.6163,0.9569
12,0,16,right_ankle,245.9221,397.5457,0.9647
13,0,0,nose,343.8592,709.0358,0.3835
13,0,1,left_eye,323.7787,713.0992,0.2518
13,0,2,right_eye,359.1494,707.6214,0.5443
13,0,3,left_ear,278.5715,726.1517,0.0788
13,0,4,right_ear,347.5241,716.5355,0.5893
13,0,5,left_shoulder,285.4485,585.4305,0.4403
13,0,6,right_shoulder,359.6851,606.2046,0.56
13,0,7,left_elbow,311.7491,439.8818,0.454
13,0,8,right_elbow,333.8234,483.0417,0.594
13,0,9,left_wrist,303.127,760.4021,0.3964
13,0,10,right_wrist,330.369,826.4982,0.4356
13,0,11,left_hip,297.7909,504.7567,0.5874
13,0,12,right_hip,352.3561,518.5,0.6327
13,0,13,left_knee,308.3414,283.9993,0.7128
13,0,14,right_knee,381.3199,294.9315,0.7481
13,0,15,left_ankle,203.1092,446.7389,0.8811
13,0,16,right_ankle,237.9413,437.3125,0.8921
14,0,0,nose,355.4407,719.5326,0.4465
14,0,1,left_eye,337.8137,724.1749,0.2542
14,0,2,right_eye,370.2295,716.0394,0.6616
14,0,3,left_ear,288.4609,742.3357,0.051
14,0,4,right_ear,352.8363,724.2881,0.6674
14,0,5,left_shoulder,278.3399,648.6453,0.4919
14,0,6,right_shoulder,349.8971,649.1012,0.5974
14,0,7,left_elbow,269.3628,519.2244,0.4845
14,0,8,right_elbow,308.1141,522.5692,0.6402
14,0,9,left_wrist,286.4553,757.3382,0.47
14,0,10,right_wrist,327.7179,834.6639,0.5459
14,0,11,left_hip,294.7469,504.2559,0.5805
14,0,12,right_hip,349.2908,512.3108,0.6279
14,0,13,left_knee,314.1742,281.1143,0.7516
14,0,14,right_knee,380.5542,289.4482,0.7851
14,0,15,left_ankle,226.8638,406.9844,0.9161
14,0,16,right_ankle,242.7913,404.3466,0.9208
14,1,0,nose,351.9119,718.9557,0.5046
14,1,1,left_eye,332.9755,732.636,0.3259
14,1,2,right_eye,363.2054,728.5211,0.5986
14,1,3,left_ear,291.6414,754.557,0.1779
14,1,4,right_ear,351.9353,748.1136,0.574
14,1,5,left_shoulder,276.7122,695.1669,0.7946
14,1,6,right_shoulder,316.7334,705.2974,0.9212
14,1,7,left_elbow,241.2295,682.9399,0.5226
14,1,8,right_elbow,284.1975,742.7484,0.7998
14,1,9,left_wrist,285.5201,773.3544,0.4544
14,1,10,right_wrist,324.9384,786.1849,0.7045
14,1,11,left_hip,285.2128,465.1075,0.7919
14,1,12,right_hip,320.9594,478.7582,0.8508
14,1,13,left_knee,313.1329,316.3822,0.9158
14,1,14,right_knee,340.0827,315.0277,0.9419
14,1,15,left_ankle,310.7113,359.8377,0.9793
14,1,16,right_ankle,308.101,361.1531,0.9833
15,0,0,nose,350.4056,723.8538,0.4045
15,0,1,left_eye,331.8239,726.0198,0.2583
15,0,2,right_eye,362.2726,720.4781,0.5905
15,0,3,left_ear,289.0885,738.5653,0.0763
15,0,4,right_ear,346.0117,727.8126,0.6643
15,0,5,left_shoulder,287.4566,622.4966,0.522
15,0,6,right_shoulder,361.0245,627.0018,0.6568
15,0,7,left_elbow,273.8943,507.9975,0.4604
15,0,8,right_elbow,327.0493,507.2508,0.6236
15,0,9,left_wrist,287.0769,754.1683,0.3819
15,0,10,right_wrist,333.6115,830.335,0.438
15,0,11,left_hip,303.6075,504.2104,0.6341
15,0,12,right_hip,357.3795,515.3669,0.6883
15,0,13,left_knee,312.8136,287.2493,0.7622
15,0,14,right_knee,387.4755,304.1919,0.8008
15,0,15,left_ankle,205.2719,401.9653,0.9131
15,0,16,right_ankle,243.3628,404.8167,0.9218
16,0,0,nose,347.7299,726.8772,0.4317
16,0,1,left_eye,320.8585,735.772,0.2749
16,0,2,right_eye,364.6429,732.5454,0.5558
16,0,3,left_ear,269.3451,748.1221,0.0829
16,0,4,right_ear,346.7598,740.0764,0.5787
16,0,5,left_shoulder,267.269,651.557,0.6244
16,0,6,right_shoulder,353.8723,634.6799,0.7794
16,0,7,left_elbow,233.4232,622.3589,0.4874
16,0,8,right_elbow,306.6419,595.9746,0.695
16,0,9,left_wrist,276.6829,759.9086,0.4065
16,0,10,right_wrist,329.0706,808.6896,0.5186
16,0,11,left_hip,305.0008,493.724,0.6644
16,0,12,right_hip,367.701,496.52,0.7335
16,0,13,left_knee,320.5704,269.4927,0.8677
16,0,14,right_knee,382.105,251.7083,0.8964
16,0,15,left_ankle,251.0876,372.4578,0.9664
16,0,16,right_ankle,272.0275,359.3918,0.9726
17,0,0,nose,363.0775,710.1619,0.5119
17,0,1,left_eye,344.6221,724.8168,0.3254
17,0,2,right_eye,373.4301,720.0436,0.59
17,0,3,left_ear,302.3105,747.7079,0.1854
17,0,4,right_ear,358.0423,739.9636,0.5658
17,0,5,left_shoulder,281.3791,694.2822,0.8198
17,0,6,right_shoulder,316.2227,701.054,0.9349
17,0,7,left_elbow,240.9692,690.1578,0.5475
17,0,8,right_elbow,278.762,744.9414,0.8135
17,0,9,left_wrist,291.407,777.114,0.4746
17,0,10,right_wrist,326.5295,786.5712,0.7169
17,0,11,left_hip,289.7948,456.9615,0.8135
17,0,12,right_hip,321.8822,470.4503,0.8657
17,0,13,left_knee,317.1977,314.9274,0.9241
17,0,14,right_knee,338.6832,313.2088,0.9465
17,0,15,left_ankle,322.6625,340.2711,0.9818
17,0,16,right_ankle,319.0111,341.8717,0.9852
17,1,0,nose,364.0853,721.0976,0.4334
17,1,1,left_eye,346.7522,727.2668,0.2533
17,1,2,right_eye,377.8008,718.1658,0.6585
17,1,3,left_ear,297.5446,741.2642,0.0578
17,1,4,right_ear,359.7505,721.2139,0.6983
17,1,5,left_shoulder,281.8299,661.3582,0.5856
17,1,6,right_shoulder,353.1718,646.799,0.6568
17,1,7,left_elbow,251.8406,575.4326,0.5167
17,1,8,right_elbow,305.1547,539.78,0.6326
17,1,9,left_wrist,285.6463,759.3807,0.4451
17,1,10,right_wrist,330.1852,843.0364,0.4815
17,1,11,left_hip,296.6706,500.5787,0.6319
17,1,12,right_hip,349.3368,505.861,0.6631
17,1,13,left_knee,328.8789,283.7072,0.7871
17,1,14,right_knee,386.4023,297.1571,0.8098
17,1,15,left_ankle,242.8659,372.8947,0.9351
17,1,16,right_ankle,254.8402,379.7414,0.936
18,0,0,nose,359.249,713.7155,0.5249
18,0,1,left_eye,340.5259,727.0061,0.3265
18,0,2,right_eye,368.7493,723.1512,0.6158
18,0,3,left_ear,297.6611,749.1201,0.1688
18,0,4,right_ear,351.1379,743.118,0.5811
18,0,5,left_shoulder,277.7952,698.6667,0.8066
18,0,6,right_shoulder,308.9825,704.3586,0.9337
18,0,7,left_elbow,239.7153,702.8552,0.5201
18,0,8,right_elbow,272.3569,750.4816,0.8138
18,0,9,left_wrist,296.5425,780.5345,0.4569
18,0,10,right_wrist,325.1133,786.9691,0.7228
18,0,11,left_hip,288.7866,462.3623,0.7991
18,0,12,right_hip,319.1726,475.9519,0.8596
18,0,13,left_knee,318.6054,314.1856,0.9248
18,0,14,right_knee,339.443,313.9099,0.9488
18,0,15,left_ankle,327.5903,350.2836,0.9824
18,0,16,right_ankle,322.9848,349.1562,0.9859
19,0,0,nose,364.0867,707.4424,0.5337
19,0,1,left_eye,345.9854,721.7929,0.3279
19,0,2,right_eye,373.9907,717.0596,0.6182
19,0,3,left_ear,302.5123,745.7576,0.1726
19,0,4,right_ear,355.893,738.0386,0.588
19,0,5,left_shoulder,279.4515,695.8876,0.817
19,0,6,right_shoulder,312.099,702.1263,0.9389
19,0,7,left_elbow,242.4826,695.8464,0.5367
19,0,8,right_elbow,274.8288,747.051,0.8222
19,0,9,left_wrist,295.4808,779.9581,0.4684
19,0,10,right_wrist,324.5061,786.9924,0.7285
19,0,11,left_hip,289.7808,460.8038,0.8089
19,0,12,right_hip,320.8961,474.7843,0.8666
19,0,13,left_knee,320.0699,317.7481,0.9233
19,0,14,right_knee,341.9303,317.1559,0.9475
19,0,15,left_ankle,330.9232,350.0757,0.9814
19,0,16,right_ankle,326.1133,350.0913,0.985
20,0,0,nose,371.4881,701.1077,0.5623
20,0,1,left_eye,352.8099,715.2128,0.3355
20,0,2,right_eye,379.9383,710.4662,0.6484
20,0,3,left_ear,306.8321,739.7859,0.1723
20,0,4,right_ear,357.493,732.8875,0.628
20,0,5,left_shoulder,278.8167,694.0026,0.8375
20,0,6,right_shoulder,311.1527,700.0938,0.9464
20,0,7,left_elbow,236.6196,697.2989,0.5511
20,0,8,right_elbow,272.7898,746.6517,0.8277
20,0,9,left_wrist,292.5123,778.8776,0.4789
20,0,10,right_wrist,325.8496,787.5145,0.7331
20,0,11,left_hip,288.0482,458.9729,0.8143
20,0,12,right_hip,318.7917,473.4753,0.8687
20,0,13,left_knee,319.9489,317.5994,0.9235
20,0,14,right_knee,340.7708,318.5872,0.9464
20,0,15,left_ankle,332.6376,346.1732,0.9811
20,0,16,right_ankle,327.637,346.1889,0.9845
21,0,0,nose,359.8727,714.2072,0.4996
21,0,1,left_eye,340.4851,727.8389,0.3112
21,0,2,right_eye,369.9932,723.6881,0.5902
21,0,3,left_ear,295.9578,749.9363,0.1645
21,0,4,right_ear,351.1974,742.9734,0.5584
21,0,5,left_shoulder,274.7839,699.1164,0.7933
21,0,6,right_shoulder,308.8788,701.7065,0.9211
21,0,7,left_elbow,237.2022,703.9982,0.5123
21,0,8,right_elbow,273.5699,747.1808,0.7881
21,0,9,left_wrist,297.7802,782.3145,0.4521
21,0,10,right_wrist,326.3319,787.3302,0.6982
21,0,11,left_hip,288.9854,459.9272,0.7862
21,0,12,right_hip,321.0608,472.4581,0.8424
21,0,13,left_knee,321.6738,320.1536,0.9195
21,0,14,right_knee,342.9624,316.9504,0.9424
21,0,15,left_ankle,333.131,355.6489,0.9803
21,0,16,right_ankle,329.7952,353.6208,0.9838
22,0,0,nose,377.6125,688.3387,0.5765
22,0,1,left_eye,359.1104,702.687,0.3575
22,0,2,right_eye,386.1444,696.1083,0.658
22,0,3,left_ear,309.9894,733.8962,0.161
22,0,4,right_ear,361.7529,724.4756,0.5939
22,0,5,left_shoulder,282.4425,683.5759,0.7768
22,0,6,right_shoulder,314.5135,694.9139,0.9036
22,0,7,left_elbow,257.7313,679.3535,0.4692
22,0,8,right_elbow,278.0435,741.8794,0.7192
22,0,9,left_wrist,311.196,783.9113,0.4306
22,0,10,right_wrist,328.9262,787.2652,0.6383
22,0,11,left_hip,290.1124,452.6582,0.7114
22,0,12,right_hip,322.1897,468.787,0.7671
22,0,13,left_knee,321.2109,315.0909,0.9016
22,0,14,right_knee,344.1609,316.3805,0.9227
22,0,15,left_ankle,325.6328,388.1043,0.9749
22,0,16,right_ankle,318.2719,388.5407,0.9776
23,0,0,nose,378.1758,690.2706,0.6094
23,0,1,left_eye,359.8164,704.5192,0.3702
23,0,2,right_eye,386.9977,697.8346,0.6919
23,0,3,left_ear,311.0052,735.0615,0.1652
23,0,4,right_ear,362.3231,724.1851,0.6517
23,0,5,left_shoulder,279.9198,695.9773,0.8312
23,0,6,right_shoulder,313.0543,696.6711,0.9288
23,0,7,left_elbow,244.0939,709.7874,0.5114
23,0,8,right_elbow,272.4671,749.0278,0.7578
23,0,9,left_wrist,308.6979,785.1853,0.4621
23,0,10,right_wrist,330.3329,787.6025,0.6741
23,0,11,left_hip,287.1557,458.2217,0.7494
23,0,12,right_hip,319.6784,470.2978,0.8005
23,0,13,left_knee,321.2134,318.6777,0.9163
23,0,14,right_knee,345.295,316.5163,0.9348
23,0,15,left_ankle,325.7699,375.9381,0.9785
23,0,16,right_ankle,321.6618,371.8616,0.9809
24,0,0,nose,362.369,719.3391,0.3589
24,0,1,left_eye,343.9603,725.2096,0.2613
24,0,2,right_eye,371.9798,718.7917,0.5723
24,0,3,left_ear,299.2187,730.7756,0.0828
24,0,4,right_ear,347.2333,719.465,0.6215
24,0,5,left_shoulder,297.3204,597.0328,0.446
24,0,6,right_shoulder,352.9143,602.2282,0.5539
24,0,7,left_elbow,305.9841,467.951,0.4257
24,0,8,right_elbow,331.6768,462.9173,0.5239
24,0,9,left_wrist,313.9583,786.8688,0.2962
24,0,10,right_wrist,338.7522,819.9686,0.3297
24,0,11,left_hip,307.4139,495.9548,0.6398
24,0,12,right_hip,345.4006,509.0632,0.6614
24,0,13,left_knee,354.0332,295.058,0.7067
24,0,14,right_knee,399.2761,309.1591,0.7361
24,0,15,left_ankle,253.3652,403.5844,0.8941
24,0,16,right_ankle,278.2032,404.776,0.9012
24,1,0,nose,372.4762,692.6813,0.4775
24,1,1,left_eye,360.5274,701.8952,0.3103
24,1,2,right_eye,387.5998,693.989,0.6877
24,1,3,left_ear,314.0868,727.4499,0.1066
24,1,4,right_ear,370.2905,708.061,0.6665
24,1,5,left_shoulder,280.8341,656.5858,0.6284
24,1,6,right_shoulder,324.8443,662.3115,0.6602
24,1,7,left_elbow,272.8815,586.017,0.4383
24,1,8,right_elbow,277.8549,625.9326,0.4753
24,1,9,left_wrist,305.7008,784.5087,0.3283
24,1,10,right_wrist,321.61,814.0604,0.3784
24,1,11,left_hip,279.696,489.9037,0.4979
24,1,12,right_hip,320.1054,501.0425,0.4823
24,1,13,left_knee,341.2942,285.2775,0.7157
24,1,14,right_knee,374.5891,291.6673,0.7151
24,1,15,left_ankle,307.958,395.1583,0.9231
24,1,16,right_ankle,300.6398,378.9352,0.9179
25,0,0,nose,362.8832,727.3904,0.301
25,0,1,left_eye,345.326,731.8155,0.2235
25,0,2,right_eye,369.6896,723.61,0.4884
25,0,3,left_ear,305.5856,737.1396,0.093
25,0,4,right_ear,348.3773,723.6337,0.6371
25,0,5,left_shoulder,309.0924,614.3624,0.5644
25,0,6,right_shoulder,360.4711,618.5384,0.6649
25,0,7,left_elbow,290.485,495.1753,0.4949
25,0,8,right_elbow,324.4838,484.3476,0.5889
25,0,9,left_wrist,262.4624,768.8782,0.3406
25,0,10,right_wrist,326.4481,788.8491,0.4149
25,0,11,left_hip,311.1609,488.0601,0.7372
25,0,12,right_hip,349.8196,502.6184,0.7633
25,0,13,left_knee,338.3842,286.6177,0.7936
25,0,14,right_knee,401.2664,319.4573,0.8263
25,0,15,left_ankle,212.5643,346.2542,0.9343
25,0,16,right_ankle,265.4384,367.8049,0.9393
26,0,0,nose,361.999,728.3626,0.3728
26,0,1,left_eye,345.5825,732.2855,0.2889
26,0,2,right_eye,370.2185,723.8063,0.5225
26,0,3,left_ear,307.4941,737.5467,0.1071
26,0,4,right_ear,351.4814,722.1283,0.5977
26,0,5,left_shoulder,310.0278,622.9819,0.6234
26,0,6,right_shoulder,355.7219,617.8958,0.7149
26,0,7,left_elbow,279.3648,524.3028,0.5428
26,0,8,right_elbow,262.4329,467.3548,0.6157
26,0,9,left_wrist,252.7684,775.6705,0.3769
26,0,10,right_wrist,193.4146,696.4669,0.4868
26,0,11,left_hip,311.423,487.4478,0.746
26,0,12,right_hip,350.1176,499.7471,0.7772
26,0,13,left_knee,325.8767,280.5991,0.823
26,0,14,right_knee,391.0649,327.5654,0.8504
26,0,15,left_ankle,201.715,342.1334,0.938
26,0,16,right_ankle,261.4545,374.0578,0.941
27,0,0,nose,356.3404,734.7232,0.2165
27,0,1,left_eye,354.2703,727.0032,0.1652
27,0,2,right_eye,356.2304,714.3738,0.4115
27,0,3,left_ear,340.1096,731.2397,0.0757
27,0,4,right_ear,340.6513,708.7473,0.5868
27,0,5,left_shoulder,328.0701,644.9564,0.4236
27,0,6,right_shoulder,362.8189,659.2637,0.5494
27,0,7,left_elbow,299.8402,478.2589,0.3372
27,0,8,right_elbow,289.6883,435.4033,0.5078
27,0,9,left_wrist,230.2275,763.5748,0.2344
27,0,10,right_wrist,200.4994,691.8453,0.4004
27,0,11,left_hip,298.8281,466.2052,0.5976
27,0,12,right_hip,340.5623,481.0591,0.6753
27,0,13,left_knee,252.0693,294.2215,0.6909
27,0,14,right_knee,377.194,380.3075,0.763
27,0,15,left_ankle,112.7545,321.124,0.8674
27,0,16,right_ankle,220.8808,375.334,0.8728
28,0,0,nose,359.6811,733.0009,0.2441
28,0,1,left_eye,357.1579,725.0721,0.1808
28,0,2,right_eye,359.2813,712.8186,0.4212
28,0,3,left_ear,341.6732,729.3757,0.0729
28,0,4,right_ear,342.6079,707.8293,0.5511
28,0,5,left_shoulder,331.0074,653.8999,0.4495
28,0,6,right_shoulder,356.4132,666.3625,0.6001
28,0,7,left_elbow,296.6049,502.4313,0.3618
28,0,8,right_elbow,241.9124,437.7545,0.559
28,0,9,left_wrist,236.934,766.621,0.2781
28,0,10,right_wrist,129.4725,623.631,0.5025
28,0,11,left_hip,303.1005,469.2542,0.6183
28,0,12,right_hip,340.9162,484.6913,0.7048
28,0,13,left_knee,254.2283,293.2017,0.7367
28,0,14,right_knee,370.9438,384.3473,0.8046
28,0,15,left_ankle,112.5918,314.6985,0.8861
28,0,16,right_ankle,221.2551,371.5715,0.8919
29,0,0,nose,358.3082,724.4384,0.3125
29,0,1,left_eye,339.0661,724.2409,0.2161
29,0,2,right_eye,363.2466,720.2902,0.4374
29,0,3,left_ear,302.8246,725.8762,0.0866
